time_s,north_m,east_m,altitude_m,roll_deg,pitch_deg,yaw_deg,flight_path_deg,airspeed_mps,alpha_deg,elevator_deg,rudder_deg,elevator_command_deg,surface_contact
0.950000,5.442933,0.000000,8.535731,0.000000,-17.104300,0.000000,-23.183204,7.660435,6.078904,-8.961645,0.000000,-9.999985,false
1.000000,5.799172,0.000000,8.383281,0.000000,-17.338812,0.000000,-23.141758,7.839018,5.802946,-9.582708,0.000000,-9.999999,false
1.050000,6.163827,0.000000,8.227853,0.000000,-17.338991,0.000000,-23.011644,8.016678,5.672653,-9.832300,0.000000,-9.999999,false
1.100000,6.537128,0.000000,8.070171,0.000000,-17.152591,0.000000,-22.767492,8.192412,5.614900,-9.902951,0.000000,-9.999999,false
1.150000,6.919311,0.000000,7.911129,0.000000,-16.821725,0.000000,-22.402212,8.365194,5.580487,-9.902951,0.000000,-9.999999,false
1.200000,7.310572,0.000000,7.751695,0.000000,-16.380274,0.000000,-21.921516,8.534068,5.541242,-9.902951,0.000000,-9.999999,false
1.250000,7.711043,0.000000,7.592842,0.000000,-15.853573,0.000000,-21.337390,8.698193,5.483817,-9.902951,0.000000,-9.999999,false
1.300000,8.120771,0.000000,7.435508,0.000000,-15.260093,0.000000,-20.664413,8.856851,5.404319,-9.902951,0.000000,-9.999999,false
1.350000,8.539720,0.000000,7.280572,0.000000,-14.613024,0.000000,-19.917440,9.009446,5.304416,-9.902951,0.000000,-9.999999,false
1.400000,8.967773,0.000000,7.128845,0.000000,-13.921618,0.000000,-19.110227,9.155490,5.188609,-9.902951,0.000000,-9.999999,false
1.450000,9.404738,0.000000,6.981068,0.000000,-13.192310,0.000000,-18.254721,9.294583,5.062412,-9.902951,0.000000,-9.999999,false
1.500000,9.850359,0.000000,6.837913,0.000000,-12.429585,0.000000,-17.360830,9.426402,4.931244,-9.902951,0.000000,-9.999999,false
1.550000,10.304323,0.000000,6.699989,0.000000,-11.636653,0.000000,-16.436483,9.550680,4.799831,-9.902951,0.000000,-9.999999,false
1.600000,10.766270,0.000000,6.567850,0.000000,-10.815920,0.000000,-15.487868,9.667194,4.671949,-9.902951,0.000000,-9.999999,false
1.650000,11.235799,0.000000,6.442003,0.000000,-9.969490,0.000000,-14.519352,9.775757,4.549862,-9.824272,0.000000,-9.384354,false
1.700000,11.712478,0.000000,6.322926,0.000000,-9.105146,0.000000,-13.530436,9.876204,4.425290,-9.318808,0.000000,-8.525698,false
1.750000,12.195851,0.000000,6.211083,0.000000,-8.242599,0.000000,-12.525001,9.968417,4.282402,-8.588937,0.000000,-7.630170,false
1.800000,12.685426,0.000000,6.106851,0.000000,-7.403579,0.000000,-11.514977,10.052387,4.111398,-7.783620,0.000000,-6.820048,false
1.850000,13.180676,0.000000,6.010465,0.000000,-6.605301,0.000000,-10.516300,10.128210,3.910999,-6.995372,0.000000,-6.066933,false
1.900000,13.681045,0.000000,5.921993,0.000000,-5.858656,0.000000,-9.544539,10.195878,3.685883,-6.208132,0.000000,-5.296243,false
1.950000,14.185960,0.000000,5.841350,0.000000,-5.170495,0.000000,-8.613072,10.255661,3.442577,-5.465035,0.000000,-4.615418,false
2.000000,14.694861,0.000000,5.768307,0.000000,-4.543587,0.000000,-7.732923,10.307981,3.189336,-4.789845,0.000000,-3.977455,false
2.050000,15.207211,0.000000,5.702520,0.000000,-3.977192,0.000000,-6.911594,10.353330,2.934402,-4.145739,0.000000,-3.395456,false
2.100000,15.722511,0.000000,5.643566,0.000000,-3.469515,0.000000,-6.153144,10.392236,2.683629,-3.558569,0.000000,-2.856393,false
2.150000,16.240303,0.000000,5.590963,0.000000,-3.017347,0.000000,-5.459714,10.425249,2.442367,-3.023538,0.000000,-2.356341,false
2.200000,16.760177,0.000000,5.544202,0.000000,-2.616970,0.000000,-4.830744,10.452918,2.213774,-2.509459,0.000000,-1.939263,false
2.250000,17.281767,0.000000,5.502764,0.000000,-2.265147,0.000000,-4.264663,10.475776,1.999515,-2.055576,0.000000,-1.508446,false
2.300000,17.804754,0.000000,5.466131,0.000000,-1.958239,0.000000,-3.758897,10.494340,1.800658,-1.624277,0.000000,-1.199854,false
2.350000,18.328857,0.000000,5.433799,0.000000,-1.692463,0.000000,-3.310835,10.509090,1.618372,-1.288177,0.000000,-0.914556,false
2.400000,18.853833,0.000000,5.405280,0.000000,-1.462550,0.000000,-2.917002,10.520406,1.454452,-0.997203,0.000000,-0.599647,false
2.450000,19.379470,0.000000,5.380119,0.000000,-1.264435,0.000000,-2.571605,10.528695,1.307170,-0.618501,0.000000,-0.072308,false
2.500000,19.905587,0.000000,5.357913,0.000000,-1.099421,0.000000,-2.269082,10.534341,1.169661,-0.167247,0.000000,0.331885,false
2.550000,20.432030,0.000000,5.338286,0.000000,-0.970608,0.000000,-2.008279,10.537702,1.037671,0.194554,0.000000,0.505767,false
2.600000,20.958670,0.000000,5.320856,0.000000,-0.876507,0.000000,-1.790173,10.539137,0.913666,0.429023,0.000000,0.619588,false
2.650000,21.485397,0.000000,5.305234,0.000000,-0.810656,0.000000,-1.614306,10.539004,0.803650,0.501055,0.000000,0.600273,false
2.700000,22.012127,0.000000,5.291050,0.000000,-0.763524,0.000000,-1.475421,10.537636,0.711897,0.806288,0.000000,1.391946,false
2.750000,22.538793,0.000000,5.278022,0.000000,-0.739211,0.000000,-1.363797,10.535292,0.624586,1.107662,0.000000,1.539738,false
2.800000,23.065343,0.000000,5.265885,0.000000,-0.740089,0.000000,-1.282432,10.532215,0.542344,1.192397,0.000000,1.001838,false
2.850000,23.591740,0.000000,5.254357,0.000000,-0.759024,0.000000,-1.230944,10.528660,0.471920,1.315283,0.000000,1.283391,false
2.900000,24.117960,0.000000,5.243191,0.000000,-0.792311,0.000000,-1.203848,10.524849,0.411537,1.436159,0.000000,1.241746,false
2.950000,24.643990,0.000000,5.232169,0.000000,-0.835643,0.000000,-1.200750,10.520970,0.365107,1.252777,0.000000,1.101713,false
3.000000,25.169826,0.000000,5.221082,0.000000,-0.876575,0.000000,-1.217563,10.517200,0.340988,1.070966,0.000000,1.445119,false
3.050000,25.695476,0.000000,5.209808,0.000000,-0.912061,0.000000,-1.239987,10.513637,0.327926,1.336210,0.000000,1.107648,false
3.100000,26.220947,0.000000,5.198310,0.000000,-0.949379,0.000000,-1.268414,10.510309,0.319035,1.194927,0.000000,1.054808,false
3.150000,26.746253,0.000000,5.186528,0.000000,-0.984526,0.000000,-1.302246,10.507263,0.317721,1.043700,0.000000,0.754745,false
3.200000,27.271407,0.000000,5.174418,0.000000,-1.011312,0.000000,-1.339453,10.504530,0.328141,0.941030,0.000000,0.965713,false
3.250000,27.796424,0.000000,5.161986,0.000000,-1.029222,0.000000,-1.372517,10.502096,0.343295,1.008003,0.000000,1.147743,false
3.300000,28.321320,0.000000,5.149273,0.000000,-1.042246,0.000000,-1.402547,10.499919,0.360300,0.705403,0.000000,0.252758,false
3.350000,28.846106,0.000000,5.136289,0.000000,-1.041085,0.000000,-1.430760,10.497980,0.389675,0.551275,0.000000,0.617616,false
3.400000,29.370794,0.000000,5.123098,0.000000,-1.026358,0.000000,-1.446830,10.496213,0.420473,0.753740,0.000000,1.246108,false
3.450000,29.895395,0.000000,5.109834,0.000000,-1.013250,0.000000,-1.448515,10.494505,0.435265,1.010253,0.000000,1.078272,false
3.500000,30.419910,0.000000,5.096577,0.000000,-1.010259,0.000000,-1.447110,10.492792,0.436851,0.991877,0.000000,0.894605,false
3.550000,30.944339,0.000000,5.083327,0.000000,-1.013081,0.000000,-1.448244,10.491082,0.435163,0.892533,0.000000,0.794992,false
3.600000,31.468683,0.000000,5.070056,0.000000,-1.016457,0.000000,-1.451459,10.489400,0.435002,0.892533,0.000000,0.790099,false
3.650000,31.992943,0.000000,5.056755,0.000000,-1.019708,0.000000,-1.455405,10.487755,0.435697,0.892533,0.000000,0.789668,false
3.700000,32.517121,0.000000,5.043417,0.000000,-1.022897,0.000000,-1.459803,10.486152,0.436905,0.892533,0.000000,0.789592,false
3.750000,33.041219,0.000000,5.030040,0.000000,-1.026082,0.000000,-1.464481,10.484592,0.438399,0.892533,0.000000,0.789552,false
3.800000,33.565238,0.000000,5.016621,0.000000,-1.029309,0.000000,-1.469340,10.483078,0.440031,0.892533,0.000000,0.789520,false
3.850000,34.089183,0.000000,5.003158,0.000000,-1.032214,0.000000,-1.475151,10.481612,0.442937,0.742037,0.000000,0.425100,false
3.900000,34.613053,0.000000,4.989630,0.000000,-1.028422,0.000000,-1.482427,10.480205,0.454005,0.732364,0.000000,0.366977,false
3.950000,35.136853,0.000000,4.976054,0.000000,-1.017353,0.000000,-1.486464,10.478838,0.469111,0.592341,0.000000,0.546272,false
4.000000,35.660585,0.000000,4.962463,0.000000,-0.999399,0.000000,-1.485412,10.477476,0.486012,0.592341,0.000000,0.709665,false
4.050000,36.184248,0.000000,4.948912,0.000000,-0.977706,0.000000,-1.478596,10.476071,0.500890,0.610284,0.000000,0.741331,false
4.100000,36.707842,0.000000,4.935449,0.000000,-0.955490,0.000000,-1.465732,10.474579,0.510242,0.847155,0.000000,1.113082,false
4.150000,37.231362,0.000000,4.922133,0.000000,-0.942062,0.000000,-1.448608,10.472958,0.506546,0.924413,0.000000,0.882609,false
4.200000,37.754801,0.000000,4.908960,0.000000,-0.937164,0.000000,-1.435667,10.471218,0.498502,0.829443,0.000000,0.706805,false
4.250000,38.278153,0.000000,4.895881,0.000000,-0.934014,0.000000,-1.427830,10.469404,0.493816,0.789891,0.000000,0.693014,false
4.300000,38.801415,0.000000,4.882866,0.000000,-0.930349,0.000000,-1.422231,10.467543,0.491882,0.789891,0.000000,0.691946,false
4.350000,39.324584,0.000000,4.869897,0.000000,-0.926277,0.000000,-1.417979,10.465649,0.491702,0.789891,0.000000,0.691866,false
4.400000,39.847659,0.000000,4.856965,0.000000,-0.921933,0.000000,-1.414553,10.463729,0.492620,0.789891,0.000000,0.691863,false
4.450000,40.370638,0.000000,4.844064,0.000000,-0.917439,0.000000,-1.411636,10.461789,0.494197,0.789891,0.000000,0.691865,false
4.500000,40.893520,0.000000,4.831191,0.000000,-0.912893,0.000000,-1.409044,10.459831,0.496151,0.789891,0.000000,0.691867,false
4.550000,41.416305,0.000000,4.818343,0.000000,-0.908372,0.000000,-1.406679,10.457857,0.498307,0.789891,0.000000,0.691868,false
4.600000,41.938990,0.000000,4.805519,0.000000,-0.904182,0.000000,-1.403972,10.455870,0.499790,0.884647,0.000000,1.110969,false
4.650000,42.461577,0.000000,4.792730,0.000000,-0.904741,0.000000,-1.399904,10.453862,0.495162,0.996145,0.000000,0.982047,false
4.700000,42.984064,0.000000,4.779966,0.000000,-0.911082,0.000000,-1.400453,10.451846,0.489370,0.787121,0.000000,0.462220,false
4.750000,43.506450,0.000000,4.767167,0.000000,-0.912831,0.000000,-1.406628,10.449870,0.493797,0.666158,0.000000,0.654282,false
4.800000,44.028737,0.000000,4.754319,0.000000,-0.907229,0.000000,-1.411141,10.447944,0.503912,0.688465,0.000000,0.818732,false
4.850000,44.550928,0.000000,4.741457,0.000000,-0.900289,0.000000,-1.409637,10.446034,0.509348,0.973849,0.000000,1.151263,false
4.900000,45.073024,0.000000,4.728627,0.000000,-0.902077,0.000000,-1.406234,10.444105,0.504157,1.011541,0.000000,0.921984,false
4.950000,45.595024,0.000000,4.715811,0.000000,-0.910272,0.000000,-1.408166,10.442180,0.497894,0.789439,0.000000,0.390286,false
5.000000,46.116927,0.000000,4.702944,0.000000,-0.913215,0.000000,-1.416549,10.440308,0.503334,0.618364,0.000000,0.643159,false
5.050000,46.638737,0.000000,4.690009,0.000000,-0.906816,0.000000,-1.422757,10.438501,0.515941,0.648637,0.000000,0.828221,false
5.100000,47.160457,0.000000,4.677050,0.000000,-0.898271,0.000000,-1.421450,10.436718,0.523179,0.971732,0.000000,1.158214,false
5.150000,47.682087,0.000000,4.664126,0.000000,-0.899160,0.000000,-1.417494,10.434912,0.518334,1.009777,0.000000,0.924759,false
5.200000,48.203628,0.000000,4.651222,0.000000,-0.907430,0.000000,-1.418145,10.433103,0.510715,0.910811,0.000000,0.412099,false
5.250000,48.725078,0.000000,4.638281,0.000000,-0.913739,0.000000,-1.426044,10.431339,0.512305,0.621950,0.000000,0.567584,false
5.300000,49.246440,0.000000,4.625264,0.000000,-0.910527,0.000000,-1.433846,10.429648,0.523318,0.621950,0.000000,0.747990,false
5.350000,49.767718,0.000000,4.612199,0.000000,-0.901630,0.000000,-1.436122,10.428001,0.534492,0.853024,0.000000,1.266965,false
5.400000,50.288913,0.000000,4.599151,0.000000,-0.898990,0.000000,-1.431997,10.426345,0.533007,1.010778,0.000000,1.004654,false
5.450000,50.810026,0.000000,4.586133,0.000000,-0.905778,0.000000,-1.430781,10.424675,0.525003,0.960262,0.000000,0.822830,false
5.500000,51.331055,0.000000,4.573098,0.000000,-0.914356,0.000000,-1.436891,10.423034,0.522535,0.657307,0.000000,0.440577,false
5.550000,51.852003,0.000000,4.559988,0.000000,-0.913692,0.000000,-1.445781,10.421466,0.532089,0.612793,0.000000,0.727635,false
5.600000,52.372872,0.000000,4.546817,0.000000,-0.905446,0.000000,-1.450127,10.419954,0.544681,0.691663,0.000000,1.241547,false
5.650000,52.893665,0.000000,4.533644,0.000000,-0.899155,0.000000,-1.446855,10.418447,0.547700,1.005356,0.000000,1.086159,false
5.700000,53.414384,0.000000,4.520510,0.000000,-0.903095,0.000000,-1.443673,10.416916,0.540578,0.987796,0.000000,0.844799,false
5.750000,53.935026,0.000000,4.507379,0.000000,-0.911793,0.000000,-1.447153,10.415395,0.535361,0.706953,0.000000,0.434851,false
5.800000,54.455592,0.000000,4.494190,0.000000,-0.913413,0.000000,-1.455338,10.413933,0.541925,0.608190,0.000000,0.652154,false
5.850000,54.976084,0.000000,4.480939,0.000000,-0.906732,0.000000,-1.460753,10.412530,0.554021,0.583465,0.000000,0.286058,false
5.900000,55.496507,0.000000,4.467655,0.000000,-0.893302,0.000000,-1.462716,10.411152,0.569414,0.586265,0.000000,0.739394,false
5.950000,56.016861,0.000000,4.454382,0.000000,-0.876586,0.000000,-1.458566,10.409760,0.581980,0.664737,0.000000,0.754363,false
6.000000,56.537145,0.000000,4.441172,0.000000,-0.861534,0.000000,-1.450014,10.408309,0.588480,0.706067,0.000000,0.700777,false
6.050000,57.057357,0.000000,4.428047,0.000000,-0.849272,0.000000,-1.440507,10.406782,0.591235,0.706067,0.000000,0.677004,false
6.100000,57.577493,0.000000,4.415010,0.000000,-0.838925,0.000000,-1.430851,10.405180,0.591926,0.783604,0.000000,1.016985,false
6.150000,58.097549,0.000000,4.402069,0.000000,-0.833769,0.000000,-1.420234,10.403500,0.586465,0.874771,0.000000,0.821622,false
6.200000,58.617522,0.000000,4.389213,0.000000,-0.834891,0.000000,-1.413293,10.401756,0.578401,0.821368,0.000000,0.715385,false
6.250000,59.137408,0.000000,4.376399,0.000000,-0.837657,0.000000,-1.411167,10.399987,0.573510,0.784284,0.000000,0.704078,false
6.300000,59.657205,0.000000,4.363594,0.000000,-0.840010,0.000000,-1.411325,10.398221,0.571314,0.784284,0.000000,0.703199,false
6.350000,60.176914,0.000000,4.350784,0.000000,-0.842016,0.000000,-1.412872,10.396472,0.570857,0.784284,0.000000,0.703131,false
6.400000,60.696537,0.000000,4.337958,0.000000,-0.843779,0.000000,-1.415270,10.394747,0.571491,0.784284,0.000000,0.305625,false
6.450000,61.216072,0.000000,4.325099,0.000000,-0.842276,0.000000,-1.420235,10.393057,0.577960,0.647401,0.000000,0.896931,false
6.500000,61.735524,0.000000,4.312213,0.000000,-0.837569,0.000000,-1.421237,10.391397,0.583668,0.798486,0.000000,0.876163,false
6.550000,62.254893,0.000000,4.299330,0.000000,-0.835756,0.000000,-1.420586,10.389741,0.584830,0.815405,0.000000,0.793982,false
6.600000,62.774179,0.000000,4.286453,0.000000,-0.836717,0.000000,-1.420855,10.388090,0.584138,0.796171,0.000000,0.719446,false
6.650000,63.293382,0.000000,4.273568,0.000000,-0.838924,0.000000,-1.422536,10.386455,0.583612,0.796171,0.000000,0.704394,false
6.700000,63.812504,0.000000,4.260665,0.000000,-0.841698,0.000000,-1.425185,10.384846,0.583487,0.796171,0.000000,0.703224,false
6.750000,64.331546,0.000000,4.247736,0.000000,-0.844758,0.000000,-1.428931,10.383270,0.584173,0.713476,0.000000,0.292132,false
6.800000,64.850509,0.000000,4.234758,0.000000,-0.842725,0.000000,-1.436086,10.381742,0.593361,0.516067,0.000000,0.884632,false
6.850000,65.369395,0.000000,4.221739,0.000000,-0.834699,0.000000,-1.437293,10.380256,0.602594,0.797480,0.000000,0.952478,false
6.900000,65.888208,0.000000,4.208733,0.000000,-0.831072,0.000000,-1.434856,10.378762,0.603784,0.831234,0.000000,0.815796,false
6.950000,66.406946,0.000000,4.195747,0.000000,-0.832058,0.000000,-1.433604,10.377259,0.601546,0.809361,0.000000,0.721142,false
7.000000,66.925609,0.000000,4.182763,0.000000,-0.834970,0.000000,-1.434665,10.375764,0.599695,0.791135,0.000000,0.704526,false
7.050000,67.444197,0.000000,4.169765,0.000000,-0.838466,0.000000,-1.437056,10.374293,0.598590,0.791135,0.000000,0.703234,false
7.100000,67.962712,0.000000,4.156742,0.000000,-0.842314,0.000000,-1.440487,10.372854,0.598172,0.791135,0.000000,0.703134,false
7.150000,68.481156,0.000000,4.143683,0.000000,-0.845357,0.000000,-1.446179,10.371456,0.600821,0.584221,0.000000,0.333916,false
7.200000,68.999529,0.000000,4.130562,0.000000,-0.840389,0.000000,-1.452763,10.370117,0.612374,0.618775,0.000000,0.973487,false
7.250000,69.517835,0.000000,4.117417,0.000000,-0.833411,0.000000,-1.452103,10.368802,0.618692,0.816239,0.000000,0.891785,false
7.300000,70.036076,0.000000,4.104289,0.000000,-0.831508,0.000000,-1.450089,10.367478,0.618581,0.816239,0.000000,0.795197,false
7.350000,70.554251,0.000000,4.091176,0.000000,-0.833280,0.000000,-1.449562,10.366149,0.616282,0.796865,0.000000,0.709604,false
7.400000,71.072359,0.000000,4.078061,0.000000,-0.836808,0.000000,-1.450766,10.364833,0.613958,0.796865,0.000000,0.703629,false
7.450000,71.590402,0.000000,4.064930,0.000000,-0.841335,0.000000,-1.453572,10.363541,0.612237,0.764055,0.000000,0.692814,false
7.500000,72.108380,0.000000,4.051766,0.000000,-0.845154,0.000000,-1.458627,10.362288,0.613473,0.622260,0.000000,0.283223,false
7.550000,72.626296,0.000000,4.038543,0.000000,-0.841802,0.000000,-1.465841,10.361091,0.624040,0.554972,0.000000,0.955916,false
7.600000,73.144151,0.000000,4.025287,0.000000,-0.834518,0.000000,-1.465801,10.359928,0.631283,0.821153,0.000000,0.948895,false
7.650000,73.661949,0.000000,4.012048,0.000000,-0.832571,0.000000,-1.463550,10.358754,0.630979,0.821153,0.000000,0.796722,false
7.700000,74.179689,0.000000,3.998825,0.000000,-0.834806,0.000000,-1.463009,10.357575,0.628203,0.784134,0.000000,0.709723,false
7.750000,74.697369,0.000000,3.985598,0.000000,-0.838565,0.000000,-1.464412,10.356408,0.625847,0.784134,0.000000,0.703638,false
7.800000,75.214992,0.000000,3.972353,0.000000,-0.843056,0.000000,-1.467305,10.355268,0.624249,0.753445,0.000000,0.692815,false
7.850000,75.732557,0.000000,3.959071,0.000000,-0.845197,0.000000,-1.473551,10.354169,0.628355,0.518675,0.000000,0.395298,false
7.900000,76.250067,0.000000,3.945732,0.000000,-0.839086,0.000000,-1.478124,10.353123,0.639038,0.684546,0.000000,0.939530,false
7.950000,76.767525,0.000000,3.932384,0.000000,-0.833524,0.000000,-1.476523,10.352089,0.642999,0.813414,0.000000,0.879475,false
8.000000,77.284932,0.000000,3.919058,0.000000,-0.833195,0.000000,-1.474391,10.351041,0.641195,0.813414,0.000000,0.735763,false
8.050000,77.802287,0.000000,3.905745,0.000000,-0.836280,0.000000,-1.474221,10.349992,0.637940,0.794512,0.000000,0.705663,false
8.100000,78.319589,0.000000,3.892424,0.000000,-0.840765,0.000000,-1.476347,10.348958,0.635582,0.735078,0.000000,0.693386,false
8.150000,78.836839,0.000000,3.879077,0.000000,-0.844259,0.000000,-1.479940,10.347958,0.635681,0.735078,0.000000,0.304867,false
8.200000,79.354040,0.000000,3.865688,0.000000,-0.843709,0.000000,-1.486293,10.347000,0.642584,0.491515,0.000000,0.866827,false
8.250000,79.871192,0.000000,3.852257,0.000000,-0.837222,0.000000,-1.487999,10.346082,0.650777,0.735839,0.000000,0.938922,false
8.300000,80.388299,0.000000,3.838832,0.000000,-0.833563,0.000000,-1.486654,10.345163,0.653091,0.650694,0.000000,0.236431,false
8.350000,80.905360,0.000000,3.825402,0.000000,-0.826499,0.000000,-1.489157,10.344247,0.662658,0.397790,0.000000,0.371171,false
8.400000,81.422375,0.000000,3.811961,0.000000,-0.809637,0.000000,-1.488183,10.343337,0.678546,0.445688,0.000000,0.561327,false
8.450000,81.939345,0.000000,3.798562,0.000000,-0.788546,0.000000,-1.480278,10.342383,0.691732,0.542249,0.000000,0.653515,false
8.500000,82.456267,0.000000,3.785262,0.000000,-0.769768,0.000000,-1.466341,10.341336,0.696573,0.762992,0.000000,0.941590,false
8.550000,82.973138,0.000000,3.772104,0.000000,-0.760217,0.000000,-1.450752,10.340166,0.690536,0.787380,0.000000,0.711764,false
8.600000,83.489950,0.000000,3.759068,0.000000,-0.757405,0.000000,-1.439970,10.338894,0.682564,0.690365,0.000000,0.610963,false
8.650000,84.006699,0.000000,3.746111,0.000000,-0.755776,0.000000,-1.433185,10.337560,0.677409,0.690365,0.000000,0.540940,false
8.700000,84.523382,0.000000,3.733204,0.000000,-0.753607,0.000000,-1.429072,10.336191,0.675465,0.658637,0.000000,0.603511,false
8.750000,85.039997,0.000000,3.720330,0.000000,-0.750402,0.000000,-1.425995,10.334799,0.675593,0.658637,0.000000,0.605461,false
8.800000,85.556542,0.000000,3.707484,0.000000,-0.746519,0.000000,-1.423374,10.333389,0.676855,0.658637,0.000000,0.605612,false
8.850000,86.073016,0.000000,3.694662,0.000000,-0.742226,0.000000,-1.420908,10.331964,0.678682,0.658637,0.000000,0.605624,false
8.900000,86.589420,0.000000,3.681863,0.000000,-0.737717,0.000000,-1.418462,10.330524,0.680745,0.658637,0.000000,0.605625,false
8.950000,87.105752,0.000000,3.669089,0.000000,-0.733125,0.000000,-1.415991,10.329068,0.682866,0.658637,0.000000,0.605625,false
9.000000,87.622011,0.000000,3.656339,0.000000,-0.728542,0.000000,-1.413501,10.327597,0.684959,0.658637,0.000000,0.605625,false
9.050000,88.138197,0.000000,3.643613,0.000000,-0.724025,0.000000,-1.411018,10.326110,0.686993,0.658637,0.000000,0.605625,false
9.100000,88.654309,0.000000,3.630912,0.000000,-0.719611,0.000000,-1.408574,10.324608,0.688963,0.658637,0.000000,0.605625,false
9.150000,89.170346,0.000000,3.618238,0.000000,-0.716745,0.000000,-1.404674,10.323089,0.687929,0.835377,0.000000,0.967401,false
9.200000,89.686307,0.000000,3.605604,0.000000,-0.720538,0.000000,-1.401501,10.321547,0.680963,0.785678,0.000000,0.403745,false
9.250000,90.202191,0.000000,3.592970,0.000000,-0.724912,0.000000,-1.405117,10.320016,0.680205,0.554995,0.000000,0.502815,false
9.300000,90.717999,0.000000,3.580296,0.000000,-0.722622,0.000000,-1.409650,10.318528,0.687028,0.554995,0.000000,0.662137,false
9.350000,91.233732,0.000000,3.567597,0.000000,-0.716401,0.000000,-1.410783,10.317068,0.694381,0.696738,0.000000,1.153725,false
9.400000,91.749393,0.000000,3.554914,0.000000,-0.714942,0.000000,-1.406794,10.315602,0.691852,0.910078,0.000000,1.002669,false
9.450000,92.264981,0.000000,3.542261,0.000000,-0.722491,0.000000,-1.406203,10.314123,0.683712,0.737554,0.000000,0.310171,false
9.500000,92.780495,0.000000,3.529578,0.000000,-0.728335,0.000000,-1.412867,10.312681,0.684532,0.553081,0.000000,0.425364,false
9.550000,93.295937,0.000000,3.516832,0.000000,-0.726283,0.000000,-1.419749,10.311302,0.693466,0.527567,0.000000,0.646228,false
9.600000,93.811310,0.000000,3.504045,0.000000,-0.719726,0.000000,-1.421822,10.309966,0.702096,0.684472,0.000000,0.683138,false
9.650000,94.326616,0.000000,3.491262,0.000000,-0.716529,0.000000,-1.419637,10.308633,0.703108,0.857481,0.000000,0.972748,false
9.700000,94.841856,0.000000,3.478505,0.000000,-0.721465,0.000000,-1.417905,10.307288,0.696440,0.801028,0.000000,0.343201,false
9.750000,95.357029,0.000000,3.465733,0.000000,-0.727307,0.000000,-1.423182,10.305966,0.695874,0.553127,0.000000,0.430168,false
9.800000,95.872136,0.000000,3.452905,0.000000,-0.725801,0.000000,-1.429524,10.304702,0.703723,0.527606,0.000000,0.646602,false
9.850000,96.387180,0.000000,3.440036,0.000000,-0.719097,0.000000,-1.432196,10.303478,0.713098,0.600235,0.000000,0.683167,false
9.900000,96.902162,0.000000,3.427168,0.000000,-0.713609,0.000000,-1.429391,10.302259,0.715782,0.884450,0.000000,0.993037,false
